attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60
7674,60,9744,12,4,7206,59,9638,1,1,7410,52,8644,2,1,9147,62,10470,3,1,7161,48,8104,4,2,9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,0
7206,59,9638,1,1,7410,52,8644,2,1,9147,62,10470,3,1,7161,48,8104,4,2,9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,0
7410,52,8644,2,1,9147,62,10470,3,1,7161,48,8104,4,2,9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,0
9147,62,10470,3,1,7161,48,8104,4,2,9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,1
7161,48,8104,4,2,9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,1
9342,59,10500,5,2,9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,1
9220,58,10128,6,2,9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,1
9025,58,10059,7,3,9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,1
9561,62,10824,8,3,9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,1
9047,60,10272,9,3,8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,0
8987,59,10140,10,4,8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,0
8180,54,9856,11,4,7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,9324,58,10440,10,4,0
7171,45,8100,12,4,8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,9324,58,10440,10,4,6953,48,8640,11,4,0
8219,54,9720,1,1,7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,9324,58,10440,10,4,6953,48,8640,11,4,7690,52,9360,12,4,0
7692,48,8640,2,1,8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,9324,58,10440,10,4,6953,48,8640,11,4,7690,52,9360,12,4,4961,36,6300,1,1,0
8617,54,9720,3,1,9622,60,10800,4,2,10068,62,11151,5,2,9861,60,10800,6,2,10360,62,11136,7,3,10099,62,11160,8,3,9567,60,10800,9,3,9324,58,10440,10,4,6953,48,8640,11,4,7690,52,9360,12,4,4961,36,6300,1,1,7911,50,9000,2,1,0
516,4,720,7,3,2618,18,3240,8,3,2051,16,2880,9,3,2050,18,3240,10,4,2108,18,3240,11,4,2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,1
2618,18,3240,8,3,2051,16,2880,9,3,2050,18,3240,10,4,2108,18,3240,11,4,2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,1
2051,16,2880,9,3,2050,18,3240,10,4,2108,18,3240,11,4,2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,0
2050,18,3240,10,4,2108,18,3240,11,4,2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,0
2108,18,3240,11,4,2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,0
2449,18,3240,12,4,1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,0
1992,18,3240,1,1,1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,0
1826,16,2880,2,1,2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,2308,20,3534,1,1,0
2113,16,2880,3,1,2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,2308,20,3534,1,1,1726,17,2880,2,1,1
2975,22,3960,4,2,2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,2308,20,3534,1,1,1726,17,2880,2,1,2602,20,3600,3,1,1
2434,18,3240,5,2,2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,2308,20,3534,1,1,1726,17,2880,2,1,2602,20,3600,3,1,3001,24,4320,4,2,1
2766,22,3960,6,2,3617,26,4680,7,3,4230,28,5040,8,3,2782,20,3600,9,3,2483,18,3240,10,4,2305,18,3240,11,4,2321,18,3174,12,4,2308,20,3534,1,1,1726,17,2880,2,1,2602,20,3600,3,1,3001,24,4320,4,2,3114,28,5040,5,2,1
571,14,1792,1,1,543,14,1792,2,1,1331,18,2304,3,1,1151,18,2304,4,2,915,18,2304,5,2,796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,0
543,14,1792,2,1,1331,18,2304,3,1,1151,18,2304,4,2,915,18,2304,5,2,796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,0
1331,18,2304,3,1,1151,18,2304,4,2,915,18,2304,5,2,796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1
1151,18,2304,4,2,915,18,2304,5,2,796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1
915,18,2304,5,2,796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1
796,16,2048,6,2,849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,0
849,18,2304,7,3,1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1
1235,18,2304,8,3,1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1
1005,18,2304,9,3,1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1607,18,2304,8,3,0
1134,16,2048,10,4,1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1607,18,2304,8,3,1126,16,2048,9,3,1
1119,18,2304,11,4,1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1607,18,2304,8,3,1126,16,2048,9,3,1329,18,2304,10,4,0
1009,18,2304,12,4,984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1607,18,2304,8,3,1126,16,2048,9,3,1329,18,2304,10,4,164,2,256,11,4,0
984,20,2560,1,1,707,15,1920,2,1,1207,18,2304,3,1,1194,14,1792,4,2,1157,18,2304,5,2,1005,18,2304,6,2,1074,18,2304,7,3,1607,18,2304,8,3,1126,16,2048,9,3,1329,18,2304,10,4,164,2,256,11,4,371,6,768,12,4,0
221,2,360,3,1,2639,25,4500,4,2,2374,22,3960,5,2,2167,18,3240,6,2,2097,16,2880,7,3,2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,1
2639,25,4500,4,2,2374,22,3960,5,2,2167,18,3240,6,2,2097,16,2880,7,3,2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,1
2374,22,3960,5,2,2167,18,3240,6,2,2097,16,2880,7,3,2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,1
2167,18,3240,6,2,2097,16,2880,7,3,2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,1
2097,16,2880,7,3,2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,1
2530,18,3240,8,3,1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,1
1920,16,2880,9,3,2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,1
2280,18,3240,10,4,2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,1
2114,18,3240,11,4,2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,0
2153,18,3240,12,4,1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,0
1817,19,3420,1,1,1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,0
1654,16,2880,2,1,2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,1894,18,3240,1,1,0
2384,18,3240,3,1,2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,1894,18,3240,1,1,1610,16,2880,2,1,1
2428,18,3240,4,2,2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,1894,18,3240,1,1,1610,16,2880,2,1,2280,18,3240,3,1,1
2497,18,3240,5,2,2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,1894,18,3240,1,1,1610,16,2880,2,1,2280,18,3240,3,1,2593,18,3240,4,2,1
2183,16,2880,6,2,2553,18,3240,7,3,2750,18,3240,8,3,2616,18,3240,9,3,2532,18,3240,10,4,1867,16,2880,11,4,1635,12,2160,12,4,1894,18,3240,1,1,1610,16,2880,2,1,2280,18,3240,3,1,2593,18,3240,4,2,2279,16,2880,5,2,1
5247,85,8885,1,1,5618,73,7327,2,1,7558,88,8690,3,1,6492,92,8130,4,2,6470,98,8215,5,2,5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,1
5618,73,7327,2,1,7558,88,8690,3,1,6492,92,8130,4,2,6470,98,8215,5,2,5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,1
7558,88,8690,3,1,6492,92,8130,4,2,6470,98,8215,5,2,5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,1
6492,92,8130,4,2,6470,98,8215,5,2,5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,1
6470,98,8215,5,2,5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,1
5548,85,7080,6,2,5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,1
5191,78,6248,7,3,4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,1
4044,68,5460,8,3,4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,1
4357,75,6556,9,3,3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,1
3983,78,6462,10,4,4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,1
4723,68,6120,11,4,4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,1
4902,59,6120,12,4,4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,1
4808,71,6480,1,1,4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,0
4797,64,5971,2,1,4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,0
4820,69,6480,3,1,4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,1
4911,71,6120,4,2,5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,0
5269,56,6669,5,2,4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,0
4989,51,6120,6,2,5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,0
5443,59,7200,7,3,6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,0
6970,66,9000,8,3,6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,1
6486,69,9000,9,3,6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,0
6902,69,9720,10,4,6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,0
6845,63,10800,11,4,6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,0
6960,76,10629,12,4,6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,0
6227,78,10980,1,1,6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,0
6622,78,10440,2,1,6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,0
6674,75,9720,3,1,5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,1
5878,62,7740,4,2,4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,0
4927,57,6660,5,2,4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,1
4720,49,6120,6,2,5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,0
5306,55,6480,7,3,6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,1
6677,65,9990,8,3,5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,1
5552,48,8712,9,3,4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,6459,44,7920,8,3,1
4702,36,6309,10,4,4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,6459,44,7920,8,3,5080,36,6480,9,3,1
4779,36,6480,11,4,5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,6459,44,7920,8,3,5080,36,6480,9,3,5066,38,6480,10,4,0
5286,43,7348,12,4,4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,6459,44,7920,8,3,5080,36,6480,9,3,5066,38,6480,10,4,4850,34,6120,11,4,0
4783,39,6840,1,1,4142,32,5760,2,1,4914,36,6480,3,1,4094,31,5580,4,2,4764,35,6300,5,2,4627,34,6120,6,2,5315,36,6480,7,3,6459,44,7920,8,3,5080,36,6480,9,3,5066,38,6480,10,4,4850,34,6120,11,4,5080,46,6120,12,4,0
